2026-06-19 20:11:22.490 | INFO     | __main__ | main:896 | Iteration #200 | Total ticks processed: 796 | Active symbols: 4
2026-06-19 20:11:23.508 | INFO     | __main__ | main:815 | Processed 800 ticks | Symbol: USDCAD | Bid: 1.41691 | Ask: 1.41695 | Mid: 1.4169299999999998
2026-06-19 20:11:48.641 | INFO     | __main__ | main:815 | Processed 900 ticks | Symbol: USDCAD | Bid: 1.417 | Ask: 1.41704 | Mid: 1.41702
2026-06-19 20:12:00.717 | INFO     | __main__ | main:614 | 🧪 RizTest: Signal generated on NEW M1 candle (bucket=1781880120)
2026-06-19 20:12:00.718 | INFO     | __main__ | main:714 | Signals generated for EURUSD: [{'strategy_id': 'riztest', 'symbol': 'EUR/USD', 'action': 'LONG', 'price': 1.146525, 'stop_loss': 1.140792375, 'take_profit': 1.15799025, 'reason': 'RizTest #5 - Testing end-to-end execution (M1 close: 1.146525)', 'timestamp': '2026-06-19T20:12:00.717090', 'confidence': 0.99}]
2026-06-19 20:12:00.721 | INFO     | __main__ | evaluate_and_execute:746 | ✅ Trade Scorer PASSED LONG signal for EURUSD. Score: 85/100
2026-06-19 20:12:00.722 | INFO     | __main__ | evaluate_and_execute:750 | 🛡️ LLM Gatekeeper reviewing signal: LONG EURUSD
2026-06-19 20:12:01.228 | INFO     | __main__ | evaluate_and_execute:792 | ✅ LLM Gatekeeper APPROVED LONG signal for EURUSD.
2026-06-19 20:12:12.790 | INFO     | __main__ | main:896 | Iteration #250 | Total ticks processed: 996 | Active symbols: 4
2026-06-19 20:12:13.801 | INFO     | __main__ | main:815 | Processed 1000 ticks | Symbol: USDCAD | Bid: 1.41716 | Ask: 1.4172 | Mid: 1.41718
2026-06-19 20:12:38.970 | INFO     | __main__ | main:815 | Processed 1100 ticks | Symbol: USDCAD | Bid: 1.4172 | Ask: 1.41722 | Mid: 1.4172099999999999
2026-06-19 20:13:00.111 | INFO     | __main__ | main:614 | 🧪 RizTest: Signal generated on NEW M1 candle (bucket=1781880180)
2026-06-19 20:13:00.112 | INFO     | __main__ | main:714 | Signals generated for EURUSD: [{'strategy_id': 'riztest', 'symbol': 'EUR/USD', 'action': 'LONG', 'price': 1.14646, 'stop_loss': 1.1407277, 'take_profit': 1.1579246, 'reason': 'RizTest #6 - Testing end-to-end execution (M1 close: 1.14646)', 'timestamp': '2026-06-19T20:13:00.110947', 'confidence': 0.99}]
2026-06-19 20:13:00.117 | INFO     | __main__ | evaluate_and_execute:746 | ✅ Trade Scorer PASSED LONG signal for EURUSD. Score: 85/100
2026-06-19 20:13:00.117 | INFO     | __main__ | evaluate_and_execute:750 | 🛡️ LLM Gatekeeper reviewing signal: LONG EURUSD
2026-06-19 20:13:00.714 | INFO     | __main__ | evaluate_and_execute:792 | ✅ LLM Gatekeeper APPROVED LONG signal for EURUSD.
2026-06-19 20:13:03.134 | INFO     | __main__ | main:896 | Iteration #300 | Total ticks processed: 1196 | Active symbols: 4
2026-06-19 20:13:04.155 | INFO     | __main__ | main:815 | Processed 1200 ticks | Symbol: USDCAD | Bid: 1.41719 | Ask: 1.41722 | Mid: 1.417205
